ry_ini_q,ry_ini_delta,ry_fin_q,ry_fin_delta,snow_q,snow_delta,obs_fin_q,obs_fin_delta,resub_factor,prcp_duration,temp_air_fin,prcp_perday,p_top,rh_surf,dt,ALPHA_RY_MODE,h_air,surface_wind,temp_air_init,temp_sea_init
10.361951210723882,-10.132785445107428,0.664380693404857,-47.196586558160085,0.0681017361111111,-29.52811899570874,2.817029365786833,-15.070243508147453,0.2,0.25,-20,1,400,0.7,0.5,eq,1,35,15,15
7.482433334471366,-13.148070479537255,0.664380693404857,-43.339438045844,0.0681017361111111,-28.20271474876069,2.817029365786833,-15.063835173796281,0.2,0.25,-20,1,400,0.7,0.5,eff,1,35,10,15
10.361951210723882,-10.13278544510754,0.6968241909147566,-45.76008324269538,0.0681017361111111,-28.229067329038482,2.817029365786833,-15.063962588617642,0.2,0.25,-20,1,400,0.7,1,eq,1,6.5,15,15
10.361951210723882,-13.111322700538498,0.664380693404857,-50.17512381359116,0.0681017361111111,-32.561889529200165,2.817029365786833,-15.084911799703281,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,6.5,15,15
7.482433334471366,-11.802908499651487,0.664380693404857,-41.99427606595822,0.0681017361111111,-26.836268890243094,2.817029365786833,-15.05722840310375,0.2,0.25,-20,1,400,0.7,0.5,eff,1,6.5,10,15
10.361951210723882,-10.13278544510754,0.664380693404857,-43.76840420875554,0.0681017361111111,-28.638468245731577,2.817029365786833,-15.065942043537838,0.2,0.25,-20,1,400,0.7,0.5,eff,1,6.5,15,15
7.482433334471366,-13.148070479537255,0.664380693404857,-46.76762039524864,0.0681017361111111,-29.091198187527347,2.817029365786833,-15.068130994451812,0.2,0.25,-20,1,400,0.7,0.5,eq,1,35,10,15
10.361951210723882,-15.504588040174404,0.664380693404857,-49.14020680382241,0.0681017361111111,-34.09526639977077,2.817029365786833,-15.092325682445562,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,35,15,15
10.361951210723882,-15.504588040174404,0.664380693404857,-52.568389153227066,0.0681017361111111,-34.999535005331424,2.817029365786833,-15.096697824440009,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,35,15,15
7.482433334471366,-11.802908499651487,0.6968241909147566,-44.041128885176576,0.0681017361111111,-26.47853269366139,2.817029365786833,-15.055498747293061,0.2,0.25,-20,1,400,0.7,1,eq,1,6.5,10,15
10.361951210723882,-10.13278544510754,0.664380693404857,-47.1965865581602,0.0681017361111111,-29.52811899570875,2.817029365786833,-15.070243508147453,0.2,0.25,-20,1,400,0.7,0.5,eq,1,6.5,15,15
10.361951210723882,-10.132785445107428,0.6968241909147566,-45.760083242695266,0.0681017361111111,-28.229067329038482,2.817029365786833,-15.063962588617642,0.2,0.25,-20,1,400,0.7,1,eq,1,35,15,15
7.482433334471366,-13.148070479537255,0.6968241909147566,-45.38629086506234,0.0681017361111111,-27.84840771429865,2.817029365786833,-15.062122097996733,0.2,0.25,-20,1,400,0.7,1,eq,1,35,10,15
7.482433334471366,-11.802908499651487,0.664380693404857,-45.422458415362875,0.0681017361111111,-27.72109184760199,2.817029365786833,-15.061506525318569,0.2,0.25,-20,1,400,0.7,0.5,eq,1,6.5,10,15
7.482433334471366,-13.942069277788294,0.664380693404857,-47.56161919349968,0.0681017361111111,-29.899920708396756,2.817029365786833,-15.072041170779649,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,6.5,10,15
7.482433334471366,-16.998198862932856,0.664380693404857,-50.61774877864424,0.0681017361111111,-33.01272242507295,2.817029365786833,-15.087091578393386,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,35,10,15
7.482433334471366,-16.998198862932856,0.664380693404857,-47.189566429239584,0.0681017361111111,-32.11376194075369,2.817029365786833,-15.082745101184347,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,35,10,15
10.361951210723882,-15.504588040174404,0.6968241909147566,-51.13188583776224,0.0681017361111111,-33.69955958260299,2.817029365786833,-15.090412438546362,0.2,0.25,-20,1,400,0.7,1,eq,0.5,35,15,15
7.482433334471366,-13.942069277788294,0.6968241909147566,-46.18028966331337,0.0681017361111111,-28.656993696062482,2.817029365786833,-15.066031614157538,0.2,0.25,-20,1,400,0.7,1,eq,0.5,6.5,10,15
10.361951210723882,-13.111322700538498,0.6968241909147566,-45.454706774995756,0.0681017361111111,-30.4703796374081,2.817029365786833,-15.074799341774693,0.2,0.25,-20,1,400,0.7,1,eff,0.5,6.5,15,15
7.482433334471366,-13.942069277788294,0.6968241909147566,-42.89637594018279,0.0681017361111111,-27.871888266484014,2.817029365786833,-15.062235626551956,0.2,0.25,-20,1,400,0.7,1,eff,0.5,6.5,10,15
7.482433334471366,-13.942069277788294,0.664380693404857,-44.13343684409504,0.0681017361111111,-29.00927662437898,2.817029365786833,-15.067734903396302,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,6.5,10,15
7.482433334471366,-16.998198862932856,0.6968241909147566,-49.23641924845794,0.0681017361111111,-31.769269868843576,2.817029365786833,-15.081079480764537,0.2,0.25,-20,1,400,0.7,1,eq,0.5,35,10,15
10.361951210723882,-10.132785445107428,0.664380693404857,-43.768404208755435,0.0681017361111111,-28.63846824573157,2.817029365786833,-15.065942043537838,0.2,0.25,-20,1,400,0.7,0.5,eff,1,35,15,15
10.361951210723882,-13.111322700538498,0.664380693404857,-46.7469414641865,0.0681017361111111,-31.664133524679652,2.817029365786833,-15.080571146158462,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,6.5,15,15
