ry_ini_q,ry_ini_delta,ry_fin_q,ry_fin_delta,snow_q,snow_delta,obs_fin_q,obs_fin_delta,resub_factor,prcp_duration,temp_air_fin,prcp_perday,p_top,rh_surf,dt,ALPHA_RY_MODE,h_air,surface_wind,temp_air_init,temp_sea_init
5.327510845438027,-11.073186114760825,0.664380693404857,-41.02755752487721,0.0681017361111111,-23.244692972696207,2.817029365786833,-15.039863120488771,0.2,0.25,-20,1,400,0.7,0.5,eq,1.0,35.0,5,5
3.7378786914194815,-14.294863446949414,0.664380693404857,-37.12510178818729,0.0681017361111111,-21.89005190990751,2.817029365786833,-15.033313426026652,0.2,0.25,-20,1,400,0.7,0.5,eff,1.0,35.0,0,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-39.699339980638186,0.0681017361111111,-22.056977331473306,2.817029365786833,-15.034120511046575,0.2,0.25,-20,1,400,0.7,1.0,eq,1.0,6.5,5,5
5.327510845438027,-14.048893679109554,0.664380693404857,-44.00326508922595,0.0681017361111111,-26.27558134197825,2.817029365786833,-15.054517476770112,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,6.5,5,5
3.7378786914194815,-12.85779587538116,0.664380693404857,-35.68803421661903,0.0681017361111111,-20.43024627987304,2.817029365786833,-15.02625526049972,0.2,0.25,-20,1,400,0.7,0.5,eff,1.0,6.5,0,5
5.327510845438027,-11.073186114760825,0.664380693404857,-37.66990189971462,0.0681017361111111,-22.443472142753325,2.817029365786833,-15.035989214863822,0.2,0.25,-20,1,400,0.7,0.5,eff,1.0,6.5,5,5
3.7378786914194815,-14.294863446949414,0.664380693404857,-40.246976635003655,0.0681017361111111,-22.44963717866719,2.817029365786833,-15.036019022834912,0.2,0.25,-20,1,400,0.7,0.5,eq,1.0,35.0,0,5
3.7378786914194815,-12.85779587538116,0.6968241909147566,-37.538344188618254,0.0681017361111111,-19.85628016677684,2.817029365786833,-15.023480132256628,0.2,0.25,-20,1,400,0.7,1.0,eq,1.0,6.5,0,5
3.7378786914194815,-14.936640119945,0.664380693404857,-40.888753307999245,0.0681017361111111,-23.103314803835907,2.817029365786833,-15.039179556528447,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,6.5,0,5
5.327510845438027,-16.43988535183849,0.664380693404857,-43.03660113679226,0.0681017361111111,-27.895086190719777,2.817029365786833,-15.06234778859994,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,35.0,5,5
3.7378786914194815,-18.03590190771465,0.664380693404857,-43.988015095768894,0.0681017361111111,-26.260048556310004,2.817029365786833,-15.054442375694864,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,35.0,0,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-39.699339980638186,0.0681017361111111,-22.056977331473306,2.817029365786833,-15.034120511046575,0.2,0.25,-20,1,400,0.7,1.0,eq,1.0,35.0,5,5
3.7378786914194815,-18.03590190771465,0.664380693404857,-40.866140248952505,0.0681017361111111,-25.690283099658693,2.817029365786833,-15.051687557641191,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,35.0,0,5
5.327510845438027,-11.073186114760825,0.664380693404857,-37.66990189971462,0.0681017361111111,-22.443472142753325,2.817029365786833,-15.035989214863822,0.2,0.25,-20,1,400,0.7,0.5,eff,1.0,35.0,5,5
3.7378786914194815,-12.85779587538116,0.664380693404857,-38.8099090634354,0.0681017361111111,-20.9859209718949,2.817029365786833,-15.028941949655096,0.2,0.25,-20,1,400,0.7,0.5,eq,1.0,6.5,0,5
5.327510845438027,-14.048893679109554,0.664380693404857,-40.645609464063334,0.0681017361111111,-25.466262957706913,2.817029365786833,-15.050604419440727,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,6.5,5,5
5.327510845438027,-16.43988535183849,0.664380693404857,-46.39425676195488,0.0681017361111111,-28.710910988864622,2.817029365786833,-15.066292304464104,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,35.0,5,5
5.327510845438027,-11.073186114760825,0.664380693404857,-41.02755752487721,0.0681017361111111,-23.244692972696207,2.817029365786833,-15.039863120488771,0.2,0.25,-20,1,400,0.7,0.5,eq,1.0,6.5,5,5
3.7378786914194815,-14.294863446949414,0.6968241909147566,-38.97541176018651,0.0681017361111111,-21.31974924981567,2.817029365786833,-15.03055601059222,0.2,0.25,-20,1,400,0.7,1.0,eq,1.0,35.0,0,5
5.327510845438027,-14.048893679109554,0.6968241909147566,-42.67504754498692,0.0681017361111111,-25.08735398651792,2.817029365786833,-15.048772393187694,0.2,0.25,-20,1,400,0.7,1.0,eq,0.5,6.5,5,5
3.7378786914194815,-14.936640119945,0.664380693404857,-37.76687846118287,0.0681017361111111,-22.541983119704952,2.817029365786833,-15.036465515795406,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,6.5,0,5
3.7378786914194815,-18.03590190771465,0.6968241909147566,-42.71645022095176,0.0681017361111111,-25.129517303980663,2.817029365786833,-15.04897625298096,0.2,0.25,-20,1,400,0.7,1.0,eq,0.5,35.0,0,5
5.327510845438027,-16.43988535183849,0.6968241909147566,-45.066039217715854,0.0681017361111111,-27.52227246919516,2.817029365786833,-15.060545232901346,0.2,0.25,-20,1,400,0.7,1.0,eq,0.5,35.0,5,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-36.492398708477886,0.0681017361111111,-21.367381753975728,2.817029365786833,-15.03078631392296,0.2,0.25,-20,1,400,0.7,1.0,eff,1.0,35.0,5,5
3.7378786914194815,-14.294863446949414,0.6968241909147566,-36.008099411488,0.0681017361111111,-20.87547995337315,2.817029365786833,-15.02840796692928,0.2,0.25,-20,1,400,0.7,1.0,eff,1.0,35.0,0,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-36.492398708477886,0.0681017361111111,-21.367381753975728,2.817029365786833,-15.03078631392296,0.2,0.25,-20,1,400,0.7,1.0,eff,1.0,6.5,5,5
3.7378786914194815,-14.936640119945,0.6968241909147566,-39.6171884331821,0.0681017361111111,-21.97331651257484,2.817029365786833,-15.03371601068315,0.2,0.25,-20,1,400,0.7,1.0,eq,0.5,6.5,0,5
3.7378786914194815,-12.85779587538116,0.6968241909147566,-34.57103183991974,0.0681017361111111,-19.41585337446633,2.817029365786833,-15.021350667115186,0.2,0.25,-20,1,400,0.7,1.0,eff,1.0,6.5,0,5
5.327510845438027,-14.048893679109554,0.6968241909147566,-39.4681062728266,0.0681017361111111,-24.389801811266807,2.817029365786833,-15.045399725885144,0.2,0.25,-20,1,400,0.7,1.0,eff,0.5,6.5,5,5
3.7378786914194815,-14.936640119945,0.6968241909147566,-36.64987608448359,0.0681017361111111,-21.527331201128444,2.817029365786833,-15.031559670081409,0.2,0.25,-20,1,400,0.7,1.0,eff,0.5,6.5,0,5
5.327510845438027,-16.43988535183849,0.6968241909147566,-41.85909794555555,0.0681017361111111,-26.8183271392007,2.817029365786833,-15.057141654672312,0.2,0.25,-20,1,400,0.7,1.0,eff,0.5,35.0,5,5
3.7378786914194815,-18.03590190771465,0.6968241909147566,-39.74913787225322,0.0681017361111111,-24.67524502923309,2.817029365786833,-15.046779844881453,0.2,0.25,-20,1,400,0.7,1.0,eff,0.5,35.0,0,5
5.327510845438027,-11.073186114760825,0.664380693404857,-41.02755752487721,0.0681017361111111,-23.244692972696207,2.817029365786833,-15.039863120488771,0.2,0.25,-20,1,400,0.8,0.5,eq,1.0,6.5,5,5
3.7378786914194815,-12.85779587538116,0.664380693404857,-38.8099090634354,0.0681017361111111,-20.9859209718949,2.817029365786833,-15.028941949655096,0.2,0.25,-20,1,400,0.8,0.5,eq,1.0,6.5,0,5
3.7378786914194815,-12.85779587538116,0.664380693404857,-35.68803421661903,0.0681017361111111,-20.43024627987304,2.817029365786833,-15.02625526049972,0.2,0.25,-20,1,400,0.8,0.5,eff,1.0,6.5,0,5
5.327510845438027,-14.048893679109554,0.664380693404857,-40.645609464063334,0.0681017361111111,-25.466262957706913,2.817029365786833,-15.050604419440727,0.2,0.25,-20,1,400,0.8,0.5,eff,0.5,6.5,5,5
3.7378786914194815,-14.294863446949414,0.664380693404857,-37.12510178818729,0.0681017361111111,-21.89005190990751,2.817029365786833,-15.033313426026652,0.2,0.25,-20,1,400,0.8,0.5,eff,1.0,35.0,0,5
3.7378786914194815,-14.936640119945,0.664380693404857,-40.888753307999245,0.0681017361111111,-23.103314803835907,2.817029365786833,-15.039179556528447,0.2,0.25,-20,1,400,0.8,0.5,eq,0.5,6.5,0,5
3.7378786914194815,-14.936640119945,0.664380693404857,-37.76687846118287,0.0681017361111111,-22.541983119704952,2.817029365786833,-15.036465515795406,0.2,0.25,-20,1,400,0.8,0.5,eff,0.5,6.5,0,5
5.327510845438027,-16.43988535183849,0.664380693404857,-46.39425676195488,0.0681017361111111,-28.710910988864622,2.817029365786833,-15.066292304464104,0.2,0.25,-20,1,400,0.8,0.5,eq,0.5,35.0,5,5
5.327510845438027,-11.073186114760825,0.664380693404857,-37.66990189971462,0.0681017361111111,-22.443472142753325,2.817029365786833,-15.035989214863822,0.2,0.25,-20,1,400,0.8,0.5,eff,1.0,6.5,5,5
5.327510845438027,-11.073186114760825,0.664380693404857,-41.02755752487721,0.0681017361111111,-23.244692972696207,2.817029365786833,-15.039863120488771,0.2,0.25,-20,1,400,0.8,0.5,eq,1.0,35.0,5,5
3.7378786914194815,-18.03590190771465,0.664380693404857,-43.988015095768894,0.0681017361111111,-26.260048556310004,2.817029365786833,-15.054442375694864,0.2,0.25,-20,1,400,0.8,0.5,eq,0.5,35.0,0,5
3.7378786914194815,-14.294863446949414,0.664380693404857,-40.246976635003655,0.0681017361111111,-22.44963717866719,2.817029365786833,-15.036019022834912,0.2,0.25,-20,1,400,0.8,0.5,eq,1.0,35.0,0,5
5.327510845438027,-11.073186114760825,0.664380693404857,-37.66990189971462,0.0681017361111111,-22.443472142753325,2.817029365786833,-15.035989214863822,0.2,0.25,-20,1,400,0.8,0.5,eff,1.0,35.0,5,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-39.699339980638186,0.0681017361111111,-22.056977331473306,2.817029365786833,-15.034120511046575,0.2,0.25,-20,1,400,0.8,1.0,eq,1.0,6.5,5,5
3.7378786914194815,-18.03590190771465,0.664380693404857,-40.866140248952505,0.0681017361111111,-25.690283099658693,2.817029365786833,-15.051687557641191,0.2,0.25,-20,1,400,0.8,0.5,eff,0.5,35.0,0,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-39.699339980638186,0.0681017361111111,-22.056977331473306,2.817029365786833,-15.034120511046575,0.2,0.25,-20,1,400,0.8,1.0,eq,1.0,35.0,5,5
5.327510845438027,-14.048893679109554,0.664380693404857,-44.00326508922595,0.0681017361111111,-26.27558134197825,2.817029365786833,-15.054517476770112,0.2,0.25,-20,1,400,0.8,0.5,eq,0.5,6.5,5,5
3.7378786914194815,-14.294863446949414,0.6968241909147566,-38.97541176018651,0.0681017361111111,-21.31974924981567,2.817029365786833,-15.03055601059222,0.2,0.25,-20,1,400,0.8,1.0,eq,1.0,35.0,0,5
3.7378786914194815,-14.294863446949414,0.6968241909147566,-36.008099411488,0.0681017361111111,-20.87547995337315,2.817029365786833,-15.02840796692928,0.2,0.25,-20,1,400,0.8,1.0,eff,1.0,35.0,0,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-36.492398708477886,0.0681017361111111,-21.367381753975728,2.817029365786833,-15.03078631392296,0.2,0.25,-20,1,400,0.8,1.0,eff,1.0,35.0,5,5
3.7378786914194815,-18.03590190771465,0.6968241909147566,-42.71645022095176,0.0681017361111111,-25.129517303980663,2.817029365786833,-15.04897625298096,0.2,0.25,-20,1,400,0.8,1.0,eq,0.5,35.0,0,5
3.7378786914194815,-14.936640119945,0.6968241909147566,-39.6171884331821,0.0681017361111111,-21.97331651257484,2.817029365786833,-15.03371601068315,0.2,0.25,-20,1,400,0.8,1.0,eq,0.5,6.5,0,5
3.7378786914194815,-14.936640119945,0.6968241909147566,-36.64987608448359,0.0681017361111111,-21.527331201128444,2.817029365786833,-15.031559670081409,0.2,0.25,-20,1,400,0.8,1.0,eff,0.5,6.5,0,5
5.327510845438027,-16.43988535183849,0.664380693404857,-43.03660113679226,0.0681017361111111,-27.895086190719777,2.817029365786833,-15.06234778859994,0.2,0.25,-20,1,400,0.8,0.5,eff,0.5,35.0,5,5
5.327510845438027,-16.43988535183849,0.6968241909147566,-41.85909794555555,0.0681017361111111,-26.8183271392007,2.817029365786833,-15.057141654672312,0.2,0.25,-20,1,400,0.8,1.0,eff,0.5,35.0,5,5
5.327510845438027,-14.048893679109554,0.6968241909147566,-42.67504754498692,0.0681017361111111,-25.08735398651792,2.817029365786833,-15.048772393187694,0.2,0.25,-20,1,400,0.8,1.0,eq,0.5,6.5,5,5
3.7378786914194815,-12.85779587538116,0.6968241909147566,-37.538344188618254,0.0681017361111111,-19.85628016677684,2.817029365786833,-15.023480132256628,0.2,0.25,-20,1,400,0.8,1.0,eq,1.0,6.5,0,5
5.327510845438027,-11.073186114760825,0.664380693404857,-41.02755752487721,0.0875593749999999,-23.24471858195271,2.820920893564611,-15.05118203830058,0.2,0.25,-20,1,500,0.7,0.5,eq,1.0,6.5,5,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-36.492398708477886,0.0681017361111111,-21.367381753975728,2.817029365786833,-15.03078631392296,0.2,0.25,-20,1,400,0.8,1.0,eff,1.0,6.5,5,5
5.327510845438027,-14.048893679109554,0.6968241909147566,-39.4681062728266,0.0681017361111111,-24.389801811266807,2.817029365786833,-15.045399725885144,0.2,0.25,-20,1,400,0.8,1.0,eff,0.5,6.5,5,5
3.7378786914194815,-12.85779587538116,0.6968241909147566,-34.57103183991974,0.0681017361111111,-19.41585337446633,2.817029365786833,-15.021350667115186,0.2,0.25,-20,1,400,0.8,1.0,eff,1.0,6.5,0,5
5.327510845438027,-16.43988535183849,0.6968241909147566,-45.066039217715854,0.0681017361111111,-27.52227246919516,2.817029365786833,-15.060545232901346,0.2,0.25,-20,1,400,0.8,1.0,eq,0.5,35.0,5,5
3.7378786914194815,-18.03590190771465,0.6968241909147566,-39.74913787225322,0.0681017361111111,-24.67524502923309,2.817029365786833,-15.046779844881453,0.2,0.25,-20,1,400,0.8,1.0,eff,0.5,35.0,0,5
3.7378786914194815,-14.936640119945,0.664380693404857,-40.888753307999245,0.0875593749999999,-23.103340413070125,2.820920893564611,-15.050304382770774,0.2,0.25,-20,1,500,0.7,0.5,eq,0.5,6.5,0,5
3.7378786914194815,-12.85779587538116,0.664380693404857,-38.8099090634354,0.0875593749999999,-20.9859465811482,2.820920893564611,-15.037159903535269,0.2,0.25,-20,1,500,0.7,0.5,eq,1.0,6.5,0,5
5.327510845438027,-14.048893679109554,0.664380693404857,-44.00326508922595,0.0875593749999999,-26.275606951230493,2.820920893564611,-15.069997361474964,0.2,0.25,-20,1,500,0.7,0.5,eq,0.5,6.5,5,5
5.327510845438027,-11.073186114760825,0.664380693404857,-41.02755752487721,0.0875593749999999,-23.24471858195271,2.820920893564611,-15.05118203830058,0.2,0.25,-20,1,500,0.7,0.5,eq,1.0,35.0,5,5
5.327510845438027,-16.43988535183849,0.664380693404857,-43.03660113679226,0.0875593749999999,-27.895107983556542,2.820920893564611,-15.080050993147132,0.2,0.25,-20,1,500,0.7,0.5,eff,0.5,35.0,5,5
5.327510845438027,-14.048893679109554,0.664380693404857,-40.645609464063334,0.0875593749999999,-25.466284750521854,2.820920893564611,-15.064973204560015,0.2,0.25,-20,1,500,0.7,0.5,eff,0.5,6.5,5,5
3.7378786914194815,-14.936640119945,0.664380693404857,-37.76687846118287,0.0875593749999999,-22.54200491251001,2.820920893564611,-15.046819691958868,0.2,0.25,-20,1,500,0.7,0.5,eff,0.5,6.5,0,5
5.327510845438027,-16.43988535183849,0.664380693404857,-46.39425676195488,0.0875593749999999,-28.71093659810971,2.820920893564611,-15.085115540952154,0.2,0.25,-20,1,500,0.7,0.5,eq,0.5,35.0,5,5
3.7378786914194815,-12.85779587538116,0.664380693404857,-35.68803421661903,0.0875593749999999,-20.43026807268669,2.820920893564611,-15.033710330524476,0.2,0.25,-20,1,500,0.7,0.5,eff,1.0,6.5,0,5
5.327510845438027,-11.073186114760825,0.6968241909147566,-39.699339980638186,0.0875593749999999,-22.05700151785383,2.820920893564611,-15.04380885998513,0.2,0.25,-20,1,500,0.7,1.0,eq,1.0,6.5,5,5
3.7378786914194815,-14.294863446949414,0.664380693404857,-37.12510178818729,0.0875593749999999,-21.89007370272216,2.820920893564611,-15.042772595891709,0.2,0.25,-20,1,500,0.7,0.5,eff,1.0,35.0,0,5
5.327510845438027,-11.073186114760825,0.664380693404857,-37.66990189971462,0.0875593749999999,-22.443493935558376,2.820920893564611,-15.04620814984925,0.2,0.25,-20,1,500,0.7,0.5,eff,1.0,6.5,5,5
