ry_ini_q,ry_ini_delta,ry_fin_q,ry_fin_delta,snow_q,snow_delta,obs_fin_q,obs_fin_delta,resub_factor,prcp_duration,temp_air_fin,prcp_perday,p_top,rh_surf,dt,ALPHA_RY_MODE,h_air,surface_wind,temp_air_init,temp_sea_init
3.7378786914194815,-100.40969001363109,0.664380693404857,-343.4010897240817,0.0681017361111111,-230.70923663454428,2.817029365786833,-120.53527956150656,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,35,0,5
3.7378786914194815,-97.3964960215078,0.664380693404857,-340.38789573195845,0.0681017361111111,-227.17888477829143,2.817029365786833,-120.51821029745035,0.2,0.25,-20,1,400,0.7,0.5,eq,1,35,0,5
5.327510845438027,-97.19987474980884,0.664380693404857,-378.126524213427,0.0681017361111111,-271.3946363910348,2.817029365786833,-120.73199361720255,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,6.5,5,5
5.327510845438027,-94.80383130978498,0.664380693404857,-375.73048077340303,0.0681017361111111,-268.5873573281549,2.817029365786833,-120.71842041273028,0.2,0.25,-20,1,400,0.7,0.5,eq,1,6.5,5,5
5.327510845438027,-94.80383130978498,0.6968241909147566,-363.32525016986153,0.0681017361111111,-255.00945971081168,2.817029365786833,-120.6527712284008,0.2,0.25,-20,1,400,0.7,1,eq,1,6.5,5,5
3.7378786914194815,-97.91502633725602,0.664380693404857,-326.0017215772819,0.0681017361111111,-219.23228459984895,2.817029365786833,-120.47978845670515,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,6.5,0,5
5.327510845438027,-94.80383130978498,0.664380693404857,-359.73381294510773,0.0681017361111111,-258.30798869536267,2.817029365786833,-120.66871962802983,0.2,0.25,-20,1,400,0.7,0.5,eff,1,6.5,5,5
3.7378786914194815,-97.3964960215078,0.664380693404857,-325.4831912615337,0.0681017361111111,-218.63161217304372,2.817029365786833,-120.47688420333836,0.2,0.25,-20,1,400,0.7,0.5,eff,1,35,0,5
5.327510845438027,-97.19987474980884,0.664380693404857,-362.12985638513163,0.0681017361111111,-261.0835973418275,2.817029365786833,-120.68213970592356,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,6.5,5,5
3.7378786914194815,-100.40969001363109,0.664380693404857,-328.49638525365697,0.0681017361111111,-222.1221362421234,2.817029365786833,-120.49376089989894,0.2,0.25,-20,1,400,0.7,0.5,eff,0.5,35,0,5
3.7378786914194815,-96.24059247727779,0.664380693404857,-339.23199218772845,0.0681017361111111,-225.8245922122103,2.817029365786833,-120.51166228797105,0.2,0.25,-20,1,400,0.7,0.5,eq,1,6.5,0,5
5.327510845438027,-99.12385130279266,0.664380693404857,-380.05050076641083,0.0681017361111111,-273.64882719757213,2.817029365786833,-120.74289263794502,0.2,0.25,-20,1,400,0.7,0.5,eq,0.5,35,5,5
5.327510845438027,-94.80383130978498,0.664380693404857,-359.73381294510773,0.0681017361111111,-258.30798869536267,2.817029365786833,-120.66871962802983,0.2,0.25,-20,1,400,0.7,0.5,eff,1,35,5,5
3.7378786914194815,-97.3964960215078,0.6968241909147566,-328.4883382253419,0.0681017361111111,-214.24578683541654,2.817029365786833,-120.45567872189045,0.2,0.25,-20,1,400,0.7,1,eq,1,35,0,5
5.327510845438027,-94.80383130978498,0.6968241909147566,-363.32525016986153,0.0681017361111111,-255.00945971081168,2.817029365786833,-120.6527712284008,0.2,0.25,-20,1,400,0.7,1,eq,1,35,5,5
3.7378786914194815,-96.24059247727779,0.6968241909147566,-327.3324346811119,0.0681017361111111,-212.89323084458184,2.817029365786833,-120.44913910875887,0.2,0.25,-20,1,400,0.7,1,eq,1,6.5,0,5
3.7378786914194815,-97.91502633725602,0.6968241909147566,-329.0068685410901,0.0681017361111111,-214.85253407528543,2.817029365786833,-120.45861234700051,0.2,0.25,-20,1,400,0.7,1,eq,0.5,6.5,0,5
